Delta_MW,Percent_Change_MW,Delta_LogP,Percent_Change_LogP,Delta_TPSA,Percent_Change_TPSA,Delta_HBD,Percent_Change_HBD,Delta_HBA,Percent_Change_HBA,Delta_Rotatable_Bonds,Percent_Change_Rotatable_Bonds,Delta_Heavy_Atoms,Percent_Change_Heavy_Atoms,Delta_Ring_Count,Percent_Change_Ring_Count,Delta_Aromatic_Rings,Percent_Change_Aromatic_Rings
147.2020000000001,48.53106506437205,2.3455999999999984,-127.46440604282165,12.359999999999971,10.162802170695585,0,0.0,2,33.33333333333333,0,0.0,10,47.61904761904761,1,100.0,1,0
